ID,Legume
Averrhoites.affinis,0
Davidia.antiqua,0
Cercidiphyllum.genetrix,0
Platanus.raynoldsi,0
Betulaceous.leaf,0
Zizyphoides.flabella,0
Juglandaceous.leaf,0
Macginitiea.gracilis,0
Entire.leaf.B,0
Bucket,0
Ternstroemites.aureavallis,0
witch's.hat,0
Cordate.7.primaries,0
Palmate.5.primaries,0
Entire.thick.petiole,0
asymmetric.leaf.0706_127,0
Christmas.tree.leaf,0
glandular.big.tooth,0
Hairy.leaf,0
