ID,Legume
Ampelopsis.acerifolia,0
Celtis.peracuminata,0
Ficus.artocarpoides,0
Aesculus.hickeyi,0
Camptotheca.serrata,0
Cercidiphyllum.genetrix,0
cf.Beringiaphyllum.cupanioides,0
cf.Lauraceae,0
Chaetoptelea.microphylla,0
Zizyphoides.flabella,0
Davidia.antiqua,0
Laurophyllum.sp.,0
new.DL.morphotype.specimen.189,0
Persites.argutus,0
Platanus.raynoldsi,0
