ID,Legume
Cercidiphyllum.genetrix,0
Platanus.raynoldsi,0
Camptotheca.serrata,0
Davidia.antiqua,0
Juglandaceae.sp..as.98,0
entire.dicot.as.90,0
entire.dicot.as.39,0
