ID,Legume
Betulaceae,0
Bucket,0
Cercidiphyllum.genetrix,0
cf.Brownei.serrata,0
cf.Populus,0
Davidia.antiqua,0
Entire.Leaf.B,0
Entire.Leaf.D,0
Legume,1
Macginitiea.gracilis,0
Paleocene.crabby,0
"pinnate,.football-toothed.leaf",0
Platanus.raynoldsii,0
Ternstroemites,0
Unique.entire.leaf.9,0
Zizyphoides.flabella,0
