ID,Legume
Acute.basal.secondaries,0
Aleurites,0
Allophyllus,0
Alnus,1
Apocynophyllum,0
Chaetoptelea,0
Cornus,0
Dicot.III,0
Dicot.XI,0
Dicot.XXV,0
Dombeya,0
Lauraceae.but.not.M1,0
Lauraceae.M1,0
Luehea.newberryana,0
Margie,0
Morphotype.0605-1,0
not.Dombeya.1,0
Palmate.toothed.leaf,0
Pinnate.lauraceous.leaf,0
Pinnately.lobed.leaf,0
Platycarya,0
Populus.wyomingiana,0
Resin.dots,0
Toothed.brochidodromous,0
